ID;NAME;STATUS;PREFIXES AS URL;PREFIXES AS LRU;HOME PAGE;START PAGES;CRAWLED;CRAWLING STATUS;INDEXING STATUS;INDEGREE;OUTDEGREE;NEIGHBOORS COUNT;TOTAL KNOWN PAGES;CRAWLED PAGES;CREATION TIMESTAMP;CREATION DATE;LAST MODIFICATION TIMESTAMP;LAST MODIFICATION DATE;Press (TAGS);HigherEd (TAGS);National Orgs (TAGS);AfroLatinAmericanWeb (TAGS);Arts&Entertainement (TAGS);Latin American Web (TAGS);AfricanWeb (TAGS);AfricanAmericanWeb (TAGS);Web Commons (TAGS);other (TAGS);createdBy (TECHNICAL INFO);mergedWebEntities (TECHNICAL INFO);recrawlNeeded (TECHNICAL INFO)
249;Clarissasligh.com;IN;http://clarissasligh.com http://www.clarissasligh.com https://clarissasligh.com https://www.clarissasligh.com;s:https|h:com|h:clarissasligh| s:https|h:com|h:clarissasligh|h:www| s:http|h:com|h:clarissasligh| s:http|h:com|h:clarissasligh|h:www|;http://clarissasligh.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:04:11.087Z;1,57E+12;2019-11-13T14:00:22.671Z;;;;;;;;culture;;;;;
250;Sandlerhudson.com;IN;http://sandlerhudson.com http://www.sandlerhudson.com https://sandlerhudson.com https://www.sandlerhudson.com;s:https|h:com|h:sandlerhudson| s:https|h:com|h:sandlerhudson|h:www| s:http|h:com|h:sandlerhudson| s:http|h:com|h:sandlerhudson|h:www|;http://www.sandlerhudson.com/philips;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:04:11.087Z;1,57E+12;2019-11-14T14:05:12.127Z;;;;;art galleries;;;;;;;;
251;Thesocietypages.org;IN;http://thesocietypages.org http://www.thesocietypages.org https://thesocietypages.org https://www.thesocietypages.org;s:https|h:org|h:thesocietypages| s:https|h:org|h:thesocietypages|h:www| s:http|h:org|h:thesocietypages| s:http|h:org|h:thesocietypages|h:www|;http://www.thesocietypages.org;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;2;0;1,57E+12;2019-10-30T14:04:11.613Z;1,57E+12;2019-11-14T14:25:10.106Z;;academic resources;;;;;;;;;;;
252;Babalublog.com;IN;http://babalublog.com http://www.babalublog.com https://babalublog.com https://www.babalublog.com;s:https|h:com|h:babalublog| s:https|h:com|h:babalublog|h:www| s:http|h:com|h:babalublog| s:http|h:com|h:babalublog|h:www|;http://www.babalublog.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;2;0;1,57E+12;2019-10-30T14:04:11.613Z;1,57E+12;2019-11-07T16:28:55.620Z;blogs;;;;;;;;;;;;
253;Univision.com;IN;http://univision.com http://www.univision.com https://univision.com https://www.univision.com;s:https|h:com|h:univision| s:https|h:com|h:univision|h:www| s:http|h:com|h:univision| s:http|h:com|h:univision|h:www|;http://www.univision.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:04:11.613Z;1,57E+12;2019-11-13T13:11:56.996Z;press;;;;;;;;;;;;
255;Baracuteycubano.blogspot.com;IN;http://baracuteycubano.blogspot.com http://www.baracuteycubano.blogspot.com https://baracuteycubano.blogspot.com https://www.baracuteycubano.blogspot.com;s:https|h:blogspot.com|h:baracuteycubano| s:https|h:blogspot.com|h:baracuteycubano|h:www| s:http|h:blogspot.com|h:baracuteycubano| s:http|h:blogspot.com|h:baracuteycubano|h:www|;http://www.baracuteycubano.blogspot.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:04:11.613Z;1,57E+12;2019-11-07T16:30:31.831Z;blogs;;;;;;;;;;;;
258;Pcusa.org;IN;http://pcusa.org http://www.pcusa.org https://pcusa.org https://www.pcusa.org;s:https|h:org|h:pcusa| s:https|h:org|h:pcusa|h:www| s:http|h:org|h:pcusa| s:http|h:org|h:pcusa|h:www|;http://www.pcusa.org/washington;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:04:15.676Z;1,57E+12;2019-11-14T13:37:24.574Z;;;Foundations/NGOs;;;;;;;;;;
260;Networklobby.org;IN;http://networklobby.org http://www.networklobby.org https://networklobby.org https://www.networklobby.org;s:https|h:org|h:networklobby| s:https|h:org|h:networklobby|h:www| s:http|h:org|h:networklobby| s:http|h:org|h:networklobby|h:www|;http://www.networklobby.org;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:04:15.677Z;1,57E+12;2019-11-14T13:17:39.386Z;;;Foundations/NGOs;;;;;;;;;;
261;Witnessforpeace.org;IN;http://witnessforpeace.org http://www.witnessforpeace.org https://witnessforpeace.org https://www.witnessforpeace.org;s:https|h:org|h:witnessforpeace| s:https|h:org|h:witnessforpeace|h:www| s:http|h:org|h:witnessforpeace| s:http|h:org|h:witnessforpeace|h:www|;http://www.witnessforpeace.org;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:04:15.677Z;1,57E+12;2019-11-14T14:42:00.603Z;;;Foundations/NGOs;;;;;;;;;;
263;Oberlin.edu;IN;http://oberlin.edu http://www.oberlin.edu https://oberlin.edu https://www.oberlin.edu;s:https|h:edu|h:oberlin| s:https|h:edu|h:oberlin|h:www| s:http|h:edu|h:oberlin| s:http|h:edu|h:oberlin|h:www|;http://www.oberlin.edu;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;2;0;1,57E+12;2019-10-30T14:04:15.677Z;1,57E+12;2019-11-07T14:12:08.688Z;;edu;;;;;;;;;;;
266;Wola.org;IN;http://wola.org http://www.wola.org https://wola.org https://www.wola.org;s:https|h:org|h:wola| s:https|h:org|h:wola|h:www| s:http|h:org|h:wola| s:http|h:org|h:wola|h:www|;http://www.wola.org;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;2;0;1,57E+12;2019-10-30T14:04:15.677Z;1,57E+12;2019-11-14T14:42:54.390Z;;;human rights orgs;;;;;;;;;;
268;Lawg.org;IN;http://lawg.org http://www.lawg.org https://lawg.org https://www.lawg.org;s:https|h:org|h:lawg| s:https|h:org|h:lawg|h:www| s:http|h:org|h:lawg| s:http|h:org|h:lawg|h:www|;http://www.lawg.org;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:04:15.677Z;1,57E+12;2019-11-13T20:28:27.049Z;;;;;;Activism;;;;;;;
272;Ffrd.org;IN;http://ffrd.org http://www.ffrd.org https://ffrd.org https://www.ffrd.org;s:https|h:org|h:ffrd| s:https|h:org|h:ffrd|h:www| s:http|h:org|h:ffrd| s:http|h:org|h:ffrd|h:www|;http://www.ffrd.org;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:04:15.677Z;1,57E+12;2019-11-13T15:17:02.969Z;;;Foundations/NGOs;;;;;;;;;;
274;Ifconews.org;IN;http://ifconews.org http://www.ifconews.org https://ifconews.org https://www.ifconews.org;s:https|h:org|h:ifconews| s:https|h:org|h:ifconews|h:www| s:http|h:org|h:ifconews| s:http|h:org|h:ifconews|h:www|;http://www.ifconews.org;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:04:15.677Z;1,57E+12;2019-11-07T14:33:47.298Z;press;;;;;;;;;;;;
275;Afsc.org;IN;http://afsc.org http://www.afsc.org https://afsc.org https://www.afsc.org;s:https|h:org|h:afsc| s:https|h:org|h:afsc|h:www| s:http|h:org|h:afsc| s:http|h:org|h:afsc|h:www|;http://www.afsc.org;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:04:15.677Z;1,57E+12;2019-11-08T16:05:44.193Z;;;human rights orgs;;;;;;;;;;
276;Globalexchange.org;IN;http://globalexchange.org http://www.globalexchange.org https://globalexchange.org https://www.globalexchange.org;s:https|h:org|h:globalexchange| s:https|h:org|h:globalexchange|h:www| s:http|h:org|h:globalexchange| s:http|h:org|h:globalexchange|h:www|;http://www.globalexchange.org;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;2;0;1,57E+12;2019-10-30T14:04:15.677Z;1,57E+12;2019-11-13T15:29:53.750Z;;;human rights orgs;;;;;;;;;;
279;Nowaroncuba.org;IN;http://nowaroncuba.org http://www.nowaroncuba.org https://nowaroncuba.org https://www.nowaroncuba.org;s:https|h:org|h:nowaroncuba| s:https|h:org|h:nowaroncuba|h:www| s:http|h:org|h:nowaroncuba| s:http|h:org|h:nowaroncuba|h:www|;http://www.nowaroncuba.org;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:04:15.678Z;1,57E+12;2019-11-14T13:22:04.242Z;;;Foundations/NGOs;;;;;;;;;;
284;Ojundegara.com;IN;http://ojundegara.com http://www.ojundegara.com https://ojundegara.com https://www.ojundegara.com;s:https|h:com|h:ojundegara| s:https|h:com|h:ojundegara|h:www| s:http|h:com|h:ojundegara| s:http|h:com|h:ojundegara|h:www|;http://www.ojundegara.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:04:16.518Z;1,57E+12;2019-11-14T13:29:35.585Z;;;;Cultural Heritage;;;;;;;;;
286;Baba-Who-Babalu-Santeria.blogspot.com;IN;http://baba-who-babalu-santeria.blogspot.com http://www.baba-who-babalu-santeria.blogspot.com https://baba-who-babalu-santeria.blogspot.com https://www.baba-who-babalu-santeria.blogspot.com;s:https|h:blogspot.com|h:baba-who-babalu-santeria| s:https|h:blogspot.com|h:baba-who-babalu-santeria|h:www| s:http|h:blogspot.com|h:baba-who-babalu-santeria| s:http|h:blogspot.com|h:baba-who-babalu-santeria|h:www|;http://www.baba-who-babalu-santeria.blogspot.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:04:16.518Z;1,57E+12;2019-11-07T20:59:33.136Z;;;;resources;;;;;;;;;
289;Elfinanciero.com.mx;IN;http://elfinanciero.com.mx http://www.elfinanciero.com.mx https://elfinanciero.com.mx https://www.elfinanciero.com.mx;s:https|h:com.mx|h:elfinanciero| s:https|h:com.mx|h:elfinanciero|h:www| s:http|h:com.mx|h:elfinanciero| s:http|h:com.mx|h:elfinanciero|h:www|;http://www.elfinanciero.com.mx;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:04:16.968Z;1,57E+12;2019-11-08T17:11:48.974Z;press;;;;;;;;;;;;
291;Oapen.org;IN;http://oapen.org http://www.oapen.org https://oapen.org https://www.oapen.org;s:https|h:org|h:oapen| s:https|h:org|h:oapen|h:www| s:http|h:org|h:oapen| s:http|h:org|h:oapen|h:www|;http://www.oapen.org;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:04:16.969Z;1,57E+12;2019-11-14T13:26:09.657Z;;;;;;;;;web commons;;;;
292;Tulane.edu;IN;http://tulane.edu http://www.tulane.edu https://tulane.edu https://www.tulane.edu;s:https|h:edu|h:tulane| s:https|h:edu|h:tulane|h:www| s:http|h:edu|h:tulane| s:http|h:edu|h:tulane|h:www|;http://www.tulane.edu;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:04:16.969Z;1,57E+12;2019-11-07T14:12:08.702Z;;edu;;;;;;;;;;;
293;Fiu.edu;IN;http://fiu.edu http://www.fiu.edu https://fiu.edu https://www.fiu.edu;s:https|h:edu|h:fiu| s:https|h:edu|h:fiu|h:www| s:http|h:edu|h:fiu| s:http|h:edu|h:fiu|h:www|;http://www.fiu.edu;;FALSE;UNCRAWLED;UNINDEXED;2;0;2;8;0;1,57E+12;2019-10-30T14:04:16.969Z;1,57E+12;2019-11-07T14:12:08.695Z;;edu;;;;;;;;;;;
294;Tandfonline.com;IN;http://tandfonline.com http://www.tandfonline.com https://tandfonline.com https://www.tandfonline.com;s:https|h:com|h:tandfonline| s:https|h:com|h:tandfonline|h:www| s:http|h:com|h:tandfonline| s:http|h:com|h:tandfonline|h:www|;http://www.tandfonline.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;5;0;1,57E+12;2019-10-30T14:04:16.969Z;1,57E+12;2019-11-13T13:18:33.971Z;press;;;;;;;;;;;;
295;Knowledgeunlatched.org;IN;http://knowledgeunlatched.org http://www.knowledgeunlatched.org https://knowledgeunlatched.org https://www.knowledgeunlatched.org;s:https|h:org|h:knowledgeunlatched| s:https|h:org|h:knowledgeunlatched|h:www| s:http|h:org|h:knowledgeunlatched| s:http|h:org|h:knowledgeunlatched|h:www|;http://www.knowledgeunlatched.org;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:04:16.969Z;1,57E+12;2019-11-13T15:58:44.863Z;;;;;;;;;web commons;;;;
296;Internewsservice.com;IN;http://internewsservice.com http://www.internewsservice.com https://internewsservice.com https://www.internewsservice.com;s:https|h:com|h:internewsservice| s:https|h:com|h:internewsservice|h:www| s:http|h:com|h:internewsservice| s:http|h:com|h:internewsservice|h:www|;http://www.internewsservice.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:04:18.169Z;1,57E+12;2019-11-07T14:33:47.300Z;press;;;;;;;;;;;;
300;Pacifica.org;IN;http://pacifica.org http://www.pacifica.org https://pacifica.org https://www.pacifica.org;s:https|h:org|h:pacifica| s:https|h:org|h:pacifica|h:www| s:http|h:org|h:pacifica| s:http|h:org|h:pacifica|h:www|;http://www.pacifica.org;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;4;0;1,57E+12;2019-10-30T14:04:18.723Z;1,57E+12;2019-11-13T13:11:56.977Z;press;;;;;;;;;;;;
301;Supereva.com;IN;http://supereva.com http://www.supereva.com https://supereva.com https://www.supereva.com;s:https|h:com|h:supereva| s:https|h:com|h:supereva|h:www| s:http|h:com|h:supereva| s:http|h:com|h:supereva|h:www|;http://www.supereva.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;5;0;1,57E+12;2019-10-30T14:04:18.723Z;1,57E+12;2019-11-13T13:11:56.950Z;press;;;;;;;;;;;;
302;Ecaminos.org;IN;http://ecaminos.org http://www.ecaminos.org https://ecaminos.org https://www.ecaminos.org;s:https|h:org|h:ecaminos| s:https|h:org|h:ecaminos|h:www| s:http|h:org|h:ecaminos| s:http|h:org|h:ecaminos|h:www|;http://www.ecaminos.org;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;3;0;1,57E+12;2019-10-30T14:04:18.723Z;1,57E+12;2019-11-13T15:02:22.217Z;;;;;publishing;;;;;;;;
303;Segundacita.blogspot.com;IN;http://segundacita.blogspot.com http://www.segundacita.blogspot.com https://segundacita.blogspot.com https://www.segundacita.blogspot.com;s:https|h:blogspot.com|h:segundacita| s:https|h:blogspot.com|h:segundacita|h:www| s:http|h:blogspot.com|h:segundacita| s:http|h:blogspot.com|h:segundacita|h:www|;http://www.segundacita.blogspot.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;2;0;1,57E+12;2019-10-30T14:04:18.723Z;1,57E+12;2019-11-08T14:29:54.442Z;;;;;;personal blogs;;;;;;;
304;Walterlippmann.com;IN;http://walterlippmann.com http://www.walterlippmann.com https://walterlippmann.com https://www.walterlippmann.com;s:https|h:com|h:walterlippmann| s:https|h:com|h:walterlippmann|h:www| s:http|h:com|h:walterlippmann| s:http|h:com|h:walterlippmann|h:www|;http://www.walterlippmann.com/docs3749.html;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;5;0;1,57E+12;2019-10-30T14:04:18.723Z;1,57E+12;2019-11-14T14:37:43.838Z;;;;;;personal blogs;;;;;;;
305;Democracynow.org;IN;http://democracynow.org http://www.democracynow.org https://democracynow.org https://www.democracynow.org;s:https|h:org|h:democracynow| s:https|h:org|h:democracynow|h:www| s:http|h:org|h:democracynow| s:http|h:org|h:democracynow|h:www|;http://www.democracynow.org;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;3;0;1,57E+12;2019-10-30T14:04:18.723Z;1,57E+12;2019-11-13T14:52:01.862Z;press;;;;;;;;;;;;
306;Politics-Prose.com;IN;http://politics-prose.com http://www.politics-prose.com https://politics-prose.com https://www.politics-prose.com;s:https|h:com|h:politics-prose| s:https|h:com|h:politics-prose|h:www| s:http|h:com|h:politics-prose| s:http|h:com|h:politics-prose|h:www|;http://www.politics-prose.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:04:20.092Z;1,57E+12;2019-11-14T13:43:53.284Z;;;;;Cult & Lit blogging;;;;;;;;
307;Matthewpettway.com;IN;http://matthewpettway.com http://www.matthewpettway.com https://matthewpettway.com https://www.matthewpettway.com;s:https|h:com|h:matthewpettway| s:https|h:com|h:matthewpettway|h:www| s:http|h:com|h:matthewpettway| s:http|h:com|h:matthewpettway|h:www|;https://www.matthewpettway.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;2;0;1,57E+12;2019-10-30T14:04:20.092Z;1,57E+12;2019-11-13T20:47:45.149Z;;;;;;;;blog;;;;;
308;Cofc.edu;IN;http://cofc.edu http://www.cofc.edu https://cofc.edu https://www.cofc.edu;s:https|h:edu|h:cofc| s:https|h:edu|h:cofc|h:www| s:http|h:edu|h:cofc| s:http|h:edu|h:cofc|h:www|;http://www.cofc.edu;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;3;0;1,57E+12;2019-10-30T14:04:20.092Z;1,57E+12;2019-11-07T14:12:08.672Z;;edu;;;;;;;;;;;
309;Bloggingblackmiami.com;IN;http://bloggingblackmiami.com http://www.bloggingblackmiami.com https://bloggingblackmiami.com https://www.bloggingblackmiami.com;s:https|h:com|h:bloggingblackmiami| s:https|h:com|h:bloggingblackmiami|h:www| s:http|h:com|h:bloggingblackmiami| s:http|h:com|h:bloggingblackmiami|h:www|;http://www.bloggingblackmiami.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;7;0;1,57E+12;2019-10-30T14:04:20.092Z;1,57E+12;2019-11-07T16:34:14.411Z;blogs;;;;;;;;;;;;
310;Miamiherald.com;IN;http://miamiherald.com http://www.miamiherald.com https://miamiherald.com https://www.miamiherald.com;s:https|h:com|h:miamiherald| s:https|h:com|h:miamiherald|h:www| s:http|h:com|h:miamiherald| s:http|h:com|h:miamiherald|h:www|;http://www.miamiherald.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;20;0;1,57E+12;2019-10-30T14:04:20.092Z;1,57E+12;2019-11-13T13:11:56.966Z;press;;;;;;;;;;;;
311;Thefreethoughtproject.com;IN;http://thefreethoughtproject.com http://www.thefreethoughtproject.com https://thefreethoughtproject.com https://www.thefreethoughtproject.com;s:https|h:com|h:thefreethoughtproject| s:https|h:com|h:thefreethoughtproject|h:www| s:http|h:com|h:thefreethoughtproject| s:http|h:com|h:thefreethoughtproject|h:www|;http://www.thefreethoughtproject.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:04:20.092Z;1,57E+12;2019-11-14T14:21:20.033Z;press;;;;;;;;;;;;
312;Lfbscholarly.com;IN;http://lfbscholarly.com http://www.lfbscholarly.com https://lfbscholarly.com https://www.lfbscholarly.com;s:https|h:com|h:lfbscholarly| s:https|h:com|h:lfbscholarly|h:www| s:http|h:com|h:lfbscholarly| s:http|h:com|h:lfbscholarly|h:www|;http://www.lfbscholarly.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:04:20.092Z;1,57E+12;2019-11-13T20:28:49.350Z;;;;;publishing;;;;;;;;
313;Wlrn.org;IN;http://wlrn.org http://www.wlrn.org https://wlrn.org https://www.wlrn.org;s:https|h:org|h:wlrn| s:https|h:org|h:wlrn|h:www| s:http|h:org|h:wlrn| s:http|h:org|h:wlrn|h:www|;http://www.wlrn.org;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;4;0;1,57E+12;2019-10-30T14:04:20.092Z;1,57E+12;2019-11-07T14:53:04.793Z;radio;;;;;;;;;;;;
314;Alternet.org;IN;http://alternet.org http://www.alternet.org https://alternet.org https://www.alternet.org;s:https|h:org|h:alternet| s:https|h:org|h:alternet|h:www| s:http|h:org|h:alternet| s:http|h:org|h:alternet|h:www|;http://www.alternet.org;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;3;0;1,57E+12;2019-10-30T14:04:20.092Z;1,57E+12;2019-11-08T16:20:48.292Z;press;;;;;;;;;;;;
315;Bahlt.org;IN;http://bahlt.org http://www.bahlt.org https://bahlt.org https://www.bahlt.org;s:https|h:org|h:bahlt| s:https|h:org|h:bahlt|h:www| s:http|h:org|h:bahlt| s:http|h:org|h:bahlt|h:www|;https://www.bahlt.org;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:04:20.092Z;1,57E+12;2019-11-08T16:42:47.694Z;;;;;;;;culture;;;;;
316;Latimes.com;IN;http://latimes.com http://www.latimes.com https://latimes.com https://www.latimes.com;s:https|h:com|h:latimes| s:https|h:com|h:latimes|h:www| s:http|h:com|h:latimes| s:http|h:com|h:latimes|h:www|;http://www.latimes.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;6;0;1,57E+12;2019-10-30T14:04:20.093Z;1,57E+12;2019-11-08T17:14:14.780Z;press;;;;;;;;;;;;
317;News4Jax.com;IN;http://news4jax.com http://www.news4jax.com https://news4jax.com https://www.news4jax.com;s:https|h:com|h:news4jax| s:https|h:com|h:news4jax|h:www| s:http|h:com|h:news4jax| s:http|h:com|h:news4jax|h:www|;http://www.news4jax.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;3;0;1,57E+12;2019-10-30T14:04:20.093Z;1,57E+12;2019-11-07T14:33:47.303Z;press;;;;;;;;;;;;
318;Daytondailynews.com;IN;http://daytondailynews.com http://www.daytondailynews.com https://daytondailynews.com https://www.daytondailynews.com;s:https|h:com|h:daytondailynews| s:https|h:com|h:daytondailynews|h:www| s:http|h:com|h:daytondailynews| s:http|h:com|h:daytondailynews|h:www|;http://www.daytondailynews.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:04:20.093Z;1,57E+12;2019-11-07T14:33:47.296Z;press;;;;;;;;;;;;
1057;Grillosazules-Grillosazules.blogspot.com;IN;http://grillosazules-grillosazules.blogspot.com http://www.grillosazules-grillosazules.blogspot.com https://grillosazules-grillosazules.blogspot.com https://www.grillosazules-grillosazules.blogspot.com;s:https|h:blogspot.com|h:grillosazules-grillosazules| s:https|h:blogspot.com|h:grillosazules-grillosazules|h:www| s:http|h:blogspot.com|h:grillosazules-grillosazules| s:http|h:blogspot.com|h:grillosazules-grillosazules|h:www|;http://www.grillosazules-grillosazules.blogspot.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:05:39.339Z;1,57E+12;2019-11-08T13:32:44.646Z;;;;;;personal blogs;;;;;;;
1469;Masculinidadescuba.blogspot.com;IN;http://masculinidadescuba.blogspot.com http://www.masculinidadescuba.blogspot.com https://masculinidadescuba.blogspot.com https://www.masculinidadescuba.blogspot.com;s:https|h:blogspot.com|h:masculinidadescuba| s:https|h:blogspot.com|h:masculinidadescuba|h:www| s:http|h:blogspot.com|h:masculinidadescuba| s:http|h:blogspot.com|h:masculinidadescuba|h:www|;http://masculinidadescuba.blogspot.com;;FALSE;UNCRAWLED;UNINDEXED;1;0;1;1;0;1,57E+12;2019-10-30T14:22:58.932Z;1,57E+12;2019-11-08T13:54:18.863Z;;;;Academic Research;;;;;;;;;
1;Afrocubaweb.com;IN;http://afrocubaweb.com http://www.afrocubaweb.com https://afrocubaweb.com https://www.afrocubaweb.com;s:https|h:com|h:afrocubaweb| s:https|h:com|h:afrocubaweb|h:www| s:http|h:com|h:afrocubaweb| s:http|h:com|h:afrocubaweb|h:www|;http://afrocubaweb.com/search.htm;http://afrocubaweb.com;TRUE;FINISHED;FINISHED;4;1292;1292;2691;177;1,57E+12;2019-10-30T13:58:38.954Z;1,57E+12;2019-11-08T15:56:04.245Z;;;;Academic Research;;;;;;;user via lru;;
2;Afrofeminas.com;IN;http://afrofeminas.com http://www.afrofeminas.com https://afrofeminas.com https://www.afrofeminas.com;s:https|h:com|h:afrofeminas| s:https|h:com|h:afrofeminas|h:www| s:http|h:com|h:afrofeminas| s:http|h:com|h:afrofeminas|h:www|;https://afrofeminas.com;https://afrofeminas.com;TRUE;FINISHED;FINISHED;3;59;61;2045;101;1,57E+12;2019-10-30T13:58:38.960Z;1,57E+12;2019-11-08T15:56:24.959Z;;;;feminism;;;;;;;user via lru;;
8;Araac.org;IN;http://araac.org http://www.araac.org https://araac.org https://www.araac.org;s:https|h:org|h:araac| s:https|h:org|h:araac|h:www| s:http|h:org|h:araac| s:http|h:org|h:araac|h:www|;https://www.araac.org;http://www.araac.org https://www.araac.org https://www.araac.org/about https://www.araac.org/blog-1 https://www.araac.org/blog-1/author/Consejo-Regional-de-Africanos-en-las-Am%C3%A9ricas https://www.araac.org/blog-1/author/Conselho-Regional-de-Africanos-na-Am%C3%A9rica https://www.araac.org/blog-1/author/Gregory-Wilpert https://www.araac.org/blog-1/author/Imani-Pope-Johns https://www.araac.org/blog-1/author/Jesus-Chucho-Garc%C3%ADa%2C-RCAA/ARAAC https://www.araac.org/blog-1/author/Kirsten-West-Savali---ESSENCE https://www.araac.org/blog-1/author/Marques-Travae---blackwomenofbrazil.co https://www.araac.org/blog-1/author/Ofunshi-Ob%C3%A1-Koso https://www.araac.org/blog-1/author/Telesur https://www.araac.org/blog-1/author/Yvette-Modestin https://www.araac.org/blog-1/date/2019-06 https://www.araac.org/blog-1/page/1 https://www.araac.org/blog-1/page/2 https://www.araac.org/blog-1/page/3 https://www.araac.org/communityevents https://www.araac.org/contact https://www.araac.org/join https://www.araac.org/single-post/2018/01/04/Anistia-Internacional-pede-redu%C3%A7%C3%A3o-de-homic%C3%ADdios-de-negros-em-ato-no-DF https://www.araac.org/single-post/2018/01/04/La-blanquitud-como-estatus https://www.araac.org/single-post/2018/01/15/DEL-SUE%C3%91O-DE-MARTIN-LUTHER-KING-A-LA-PESADILLA-DE-DONALD-TRUMP https://www.araac.org/single-post/2018/04/09/%E2%80%9CSoy-Afro-mi-gente-Soy-Afro-Afrodescendiente%E2%80%9D https://www.araac.org/single-post/2018/04/09/CUMBRE-DE-LAS-AMERICASNEGROS-BAILANDO-EN-LAS-SOMBRAS https://www.araac.org/single-post/2019/06/05/Dramatic-Increase-in-Political-Violence-in-Colombia-due-to-Abandonment-of-Peace-Agreement https://www.araac.org/single-post/2019/06/06/Afro-Latinos-Among-Most-Underprivileged-in-Region https://www.araac.org/single-post/2019/06/06/Howard-University-Researchers-Visit-St-Thomas-And-Puerto-Rico-To-Evaluate-Emotional-Impact-Of-Hurricanes-Learn-There%E2%80%99s-More-To-Do https://www.araac.org/single-post/2019/06/08/%E2%80%9CThe-favela-slum-is-a-field-of-extermination-of-black-people%E2%80%9D-says-Rio-based-community-leader https://www.araac.org/single-post/2019/06/13/She-The-People-Dara-Cooper-On-Food-Redlining-Reparations-And-Freeing-The-Land;TRUE;FINISHED;FINISHED;2;8;10;31;6;1,57E+12;2019-10-30T13:58:39.001Z;1,57E+12;2019-11-08T16:33:54.338Z;;;;Activism;;;;;;;user via lru;;
